Gene Symbol	Gene Product Name	GenBank Accession	Strain Name	Collection Date	Host	Country
PB1-N40	PB1-N40 protein(718)	CY168725	A/Boston/YGA_01028/2012	12/23/2012	Human	USA
NA	Neuraminidase	CY168721	A/Boston/YGA_01028/2012	12/23/2012	Human	USA
PB1-N40	PB1-N40 protein(718)	CY168741	A/Boston/YGA_01030/2012	12/23/2012	Human	USA
HA	Hemagglutinin	CY168735	A/Boston/YGA_01030/2012	12/23/2012	Human	USA
NP	Nucleocapsid protein	CY168738	A/Boston/YGA_01030/2012	12/23/2012	Human	USA
PB1	RNA-directed RNA polymerase catalytic subunit	CY168741	A/Boston/YGA_01030/2012	12/23/2012	Human	USA
PB1	RNA-directed RNA polymerase catalytic subunit	CY168749	A/Boston/YGA_01031/2012	12/23/2012	Human	USA
PB1-N40	PB1-N40 protein(718)	CY168749	A/Boston/YGA_01031/2012	12/23/2012	Human	USA
HA	Hemagglutinin	CY168759	A/Boston/YGA_01035/2012	12/24/2012	Human	USA
PB1	RNA-directed RNA polymerase catalytic subunit	CY168773	A/Boston/YGA_01036/2012	12/24/2012	Human	USA
PB1-N40	PB1-N40 protein(718)	CY168773	A/Boston/YGA_01036/2012	12/24/2012	Human	USA
PB2	PB2 Polymerase (basic) protein 2	CY168774	A/Boston/YGA_01036/2012	12/24/2012	Human	USA
M2	Matrix protein 2	CY168776	A/Boston/YGA_01037/2012	12/24/2012	Human	USA
PB1	RNA-directed RNA polymerase catalytic subunit	CY168781	A/Boston/YGA_01037/2012	12/24/2012	Human	USA
PB1-N40	PB1-N40 protein(718)	CY168781	A/Boston/YGA_01037/2012	12/24/2012	Human	USA
PB2	PB2 Polymerase (basic) protein 2	CY168790	A/Boston/YGA_01038/2012	12/24/2012	Human	USA
NS1	Nonstructural protein 1	CY168787	A/Boston/YGA_01038/2012	12/24/2012	Human	USA
HA	Hemagglutinin	CY168783	A/Boston/YGA_01038/2012	12/24/2012	Human	USA
M2	Matrix protein 2	CY168784	A/Boston/YGA_01038/2012	12/24/2012	Human	USA
PB1	RNA-directed RNA polymerase catalytic subunit	CY168789	A/Boston/YGA_01038/2012	12/24/2012	Human	USA
PB1-N40	PB1-N40 protein(718)	CY168789	A/Boston/YGA_01038/2012	12/24/2012	Human	USA
NA	Neuraminidase	CY168785	A/Boston/YGA_01038/2012	12/24/2012	Human	USA
PA	Polymerase PA	CY168788	A/Boston/YGA_01038/2012	12/24/2012	Human	USA
PA-N155	PA-N155 protein(562)	CY168788	A/Boston/YGA_01038/2012	12/24/2012	Human	USA
PA-N182	PA-N182 protein(535)	CY168788	A/Boston/YGA_01038/2012	12/24/2012	Human	USA
PA-N182	PA-N182 protein(535)	CY168796	A/Boston/YGA_01039/2012	12/24/2012	Human	USA
PA	Polymerase PA	CY168796	A/Boston/YGA_01039/2012	12/24/2012	Human	USA
PA-N155	PA-N155 protein(562)	CY168796	A/Boston/YGA_01039/2012	12/24/2012	Human	USA
M1	Matrix protein 1	CY168792	A/Boston/YGA_01039/2012	12/24/2012	Human	USA
M1	Matrix protein 1	CY168816	A/Boston/YGA_01042/2012	12/25/2012	Human	USA
PB1-N40	PB1-N40 protein(718)	CY168845	A/Boston/YGA_01045/2012	12/25/2012	Human	USA
PB1	RNA-directed RNA polymerase catalytic subunit	CY168845	A/Boston/YGA_01045/2012	12/25/2012	Human	USA
NA	Neuraminidase	CY168849	A/Boston/YGA_01046/2012	12/25/2012	Human	USA
NS1	Nonstructural protein 1	CY168859	A/Boston/YGA_01047/2012	12/25/2012	Human	USA
NA	Neuraminidase	CY168865	A/Boston/YGA_01048/2012	12/25/2012	Human	USA
PB1	RNA-directed RNA polymerase catalytic subunit	CY168869	A/Boston/YGA_01048/2012	12/25/2012	Human	USA
PB1-N40	PB1-N40 protein(718)	CY168869	A/Boston/YGA_01048/2012	12/25/2012	Human	USA
HA	Hemagglutinin	CY168871	A/Boston/YGA_01049/2012	12/26/2012	Human	USA
NP	Nucleocapsid protein	CY168882	A/Boston/YGA_01050/2012	12/26/2012	Human	USA
NA	Neuraminidase	CY168889	A/Boston/YGA_01051/2012	12/25/2012	Human	USA
PB2	PB2 Polymerase (basic) protein 2	CY168894	A/Boston/YGA_01051/2012	12/25/2012	Human	USA
PA-N155	PA-N155 protein(562)	CY168892	A/Boston/YGA_01051/2012	12/25/2012	Human	USA
PA	Polymerase PA	CY168892	A/Boston/YGA_01051/2012	12/25/2012	Human	USA
PA-N182	PA-N182 protein(535)	CY168892	A/Boston/YGA_01051/2012	12/25/2012	Human	USA
HA	Hemagglutinin	CY168887	A/Boston/YGA_01051/2012	12/25/2012	Human	USA
HA	Hemagglutinin	CY168911	A/Boston/YGA_01054/2012	12/26/2012	Human	USA
NA	Neuraminidase	CY168913	A/Boston/YGA_01054/2012	12/26/2012	Human	USA
NS1	Nonstructural protein 1	CY168923	A/Boston/YGA_01055/2012	12/26/2012	Human	USA
HA	Hemagglutinin	CY168927	A/Boston/YGA_01056/2012	12/26/2012	Human	USA
PB1-F2	PB1-F2 protein	CY168933	A/Boston/YGA_01056/2012	12/26/2012	Human	USA
NS1	Nonstructural protein 1	CY168931	A/Boston/YGA_01056/2012	12/26/2012	Human	USA
PA-X	PA-X protein	CY168932	A/Boston/YGA_01056/2012	12/26/2012	Human	USA
NA	Neuraminidase	CY168969	A/Boston/YGA_01062/2012	12/27/2012	Human	USA
NA	Neuraminidase	CY168977	A/Boston/YGA_01063/2012	12/27/2012	Human	USA
NP	Nucleocapsid protein	CY168978	A/Boston/YGA_01063/2012	12/27/2012	Human	USA
HA	Hemagglutinin	CY168983	A/Boston/YGA_01064/2012	12/27/2012	Human	USA
PB1	RNA-directed RNA polymerase catalytic subunit	CY168989	A/Boston/YGA_01064/2012	12/27/2012	Human	USA
PB1-F2	PB1-F2 protein	CY168989	A/Boston/YGA_01064/2012	12/27/2012	Human	USA
NA	Neuraminidase	CY168985	A/Boston/YGA_01064/2012	12/27/2012	Human	USA
NEP	Nuclear export protein	CY168987	A/Boston/YGA_01064/2012	12/27/2012	Human	USA
PB1-N40	PB1-N40 protein(718)	CY168989	A/Boston/YGA_01064/2012	12/27/2012	Human	USA
PA-X	PA-X protein	CY168988	A/Boston/YGA_01064/2012	12/27/2012	Human	USA
NA	Neuraminidase	CY168993	A/Boston/YGA_01065/2012	12/27/2012	Human	USA
PB2	PB2 Polymerase (basic) protein 2	CY168998	A/Boston/YGA_01065/2012	12/27/2012	Human	USA
NEP	Nuclear export protein	CY168995	A/Boston/YGA_01065/2012	12/27/2012	Human	USA
NS1	Nonstructural protein 1	CY168995	A/Boston/YGA_01065/2012	12/27/2012	Human	USA
HA	Hemagglutinin	CY168999	A/Boston/YGA_01066/2012	12/27/2012	Human	USA
HA	Hemagglutinin	CY169007	A/Boston/YGA_01067/2012	12/27/2012	Human	USA
PB2	PB2 Polymerase (basic) protein 2	CY169014	A/Boston/YGA_01067/2012	12/27/2012	Human	USA
PB1-F2	PB1-F2 protein	CY169013	A/Boston/YGA_01067/2012	12/27/2012	Human	USA
M1	Matrix protein 1	CY169008	A/Boston/YGA_01067/2012	12/27/2012	Human	USA
M42	M42 protein	CY169008	A/Boston/YGA_01067/2012	12/27/2012	Human	USA
HA	Hemagglutinin	CY169023	A/Boston/YGA_01070/2012	12/27/2012	Human	USA
NA	Neuraminidase	CY169025	A/Boston/YGA_01070/2012	12/27/2012	Human	USA
PB1-N40	PB1-N40 protein(718)	CY169037	A/Boston/YGA_01071/2012	12/27/2012	Human	USA
PB1	RNA-directed RNA polymerase catalytic subunit	CY169037	A/Boston/YGA_01071/2012	12/27/2012	Human	USA
PB1-N40	PB1-N40 protein(718)	CY169045	A/Boston/YGA_01072/2012	12/27/2012	Human	USA
PB1	RNA-directed RNA polymerase catalytic subunit	CY169045	A/Boston/YGA_01072/2012	12/27/2012	Human	USA
PA	Polymerase PA	CY169044	A/Boston/YGA_01072/2012	12/27/2012	Human	USA
PA-N155	PA-N155 protein(562)	CY169044	A/Boston/YGA_01072/2012	12/27/2012	Human	USA
PA-N182	PA-N182 protein(535)	CY169044	A/Boston/YGA_01072/2012	12/27/2012	Human	USA
NA	Neuraminidase	CY169049	A/Boston/YGA_01073/2012	12/28/2012	Human	USA
NS2	Nuclear export protein	CY169059	A/Boston/YGA_01074/2012	12/28/2012	Human	USA
NS1	Nonstructural protein 1	CY169059	A/Boston/YGA_01074/2012	12/28/2012	Human	USA
PA-X	PA-X protein	CY169060	A/Boston/YGA_01074/2012	12/28/2012	Human	USA
PB1	RNA-directed RNA polymerase catalytic subunit	CY169109	A/Boston/YGA_01081/2012	12/28/2012	Human	USA
PB1-N40	PB1-N40 protein(718)	CY169109	A/Boston/YGA_01081/2012	12/28/2012	Human	USA
NS1	Nonstructural protein 1	CY169107	A/Boston/YGA_01081/2012	12/28/2012	Human	USA
PB2	PB2 Polymerase (basic) protein 2	CY169110	A/Boston/YGA_01081/2012	12/28/2012	Human	USA
PB1-N40	PB1-N40 protein(718)	CY169141	A/Boston/YGA_01085/2012	12/28/2012	Human	USA
PA	Polymerase PA	CY169140	A/Boston/YGA_01085/2012	12/28/2012	Human	USA
PA-N155	PA-N155 protein(562)	CY169140	A/Boston/YGA_01085/2012	12/28/2012	Human	USA
PA-N182	PA-N182 protein(535)	CY169140	A/Boston/YGA_01085/2012	12/28/2012	Human	USA
PB1	RNA-directed RNA polymerase catalytic subunit	CY169141	A/Boston/YGA_01085/2012	12/28/2012	Human	USA
NA	Neuraminidase	CY169145	A/Boston/YGA_01086/2012	12/28/2012	Human	USA
NS2	Nuclear export protein	CY169147	A/Boston/YGA_01086/2012	12/28/2012	Human	USA
NS1	Nonstructural protein 1	CY169147	A/Boston/YGA_01086/2012	12/28/2012	Human	USA
PB1	RNA-directed RNA polymerase catalytic subunit	CY169157	A/Boston/YGA_01088/2012	12/29/2012	Human	USA
PB1-N40	PB1-N40 protein(718)	CY169157	A/Boston/YGA_01088/2012	12/29/2012	Human	USA
HA	Hemagglutinin	CY169151	A/Boston/YGA_01088/2012	12/29/2012	Human	USA
NS1	Nonstructural protein 1	CY169163	A/Boston/YGA_01089/2012	12/29/2012	Human	USA
NP	Nucleocapsid protein	CY169162	A/Boston/YGA_01089/2012	12/29/2012	Human	USA
NA	Neuraminidase	CY169185	A/Boston/YGA_01092/2012	12/29/2012	Human	USA
PA-N155	PA-N155 protein(562)	CY169196	A/Boston/YGA_01093/2012	12/29/2012	Human	USA
PA-N182	PA-N182 protein(535)	CY169196	A/Boston/YGA_01093/2012	12/29/2012	Human	USA
PA	Polymerase PA	CY169196	A/Boston/YGA_01093/2012	12/29/2012	Human	USA
NS1	Nonstructural protein 1	CY169195	A/Boston/YGA_01093/2012	12/29/2012	Human	USA
PB2	PB2 Polymerase (basic) protein 2	CY169206	A/Boston/YGA_01095/2012	12/30/2012	Human	USA
HA	Hemagglutinin	CY169199	A/Boston/YGA_01095/2012	12/30/2012	Human	USA
NS1	Nonstructural protein 1	CY169203	A/Boston/YGA_01095/2012	12/30/2012	Human	USA
PA-N155	PA-N155 protein(562)	CY169212	A/Boston/YGA_01096/2012	12/30/2012	Human	USA
PA-N182	PA-N182 protein(535)	CY169212	A/Boston/YGA_01096/2012	12/30/2012	Human	USA
PA	Polymerase PA	CY169212	A/Boston/YGA_01096/2012	12/30/2012	Human	USA
PB2	PB2 Polymerase (basic) protein 2	CY169222	A/Boston/YGA_01097/2012	12/30/2012	Human	USA
HA	Hemagglutinin	CY169239	A/Boston/YGA_01100/2012	12/31/2012	Human	USA
NA	Neuraminidase	CY169241	A/Boston/YGA_01100/2012	12/31/2012	Human	USA
HA	Hemagglutinin	CY169247	A/Boston/YGA_01101/2012	12/31/2012	Human	USA
PB1	RNA-directed RNA polymerase catalytic subunit	CY169269	A/Boston/YGA_01103/2012	12/31/2012	Human	USA
PB1-N40	PB1-N40 protein(718)	CY169269	A/Boston/YGA_01103/2012	12/31/2012	Human	USA
NS2	Nuclear export protein	CY169283	A/Boston/YGA_01105/2012	12/31/2012	Human	USA
PA	Polymerase PA	CY169316	A/Boston/YGA_01109/2012	12/31/2012	Human	USA
PA-N155	PA-N155 protein(562)	CY169316	A/Boston/YGA_01109/2012	12/31/2012	Human	USA
PA-N182	PA-N182 protein(535)	CY169316	A/Boston/YGA_01109/2012	12/31/2012	Human	USA
HA	Hemagglutinin	CY169311	A/Boston/YGA_01109/2012	12/31/2012	Human	USA
NA	Neuraminidase	CY169313	A/Boston/YGA_01109/2012	12/31/2012	Human	USA
NP	Nucleocapsid protein	CY169322	A/Boston/YGA_01110/2012	12/31/2012	Human	USA
HA	Hemagglutinin	CY169327	A/Boston/YGA_01111/2013	1/1/2013	Human	USA
PB1	RNA-directed RNA polymerase catalytic subunit	CY169333	A/Boston/YGA_01111/2013	1/1/2013	Human	USA
PB1-N40	PB1-N40 protein(718)	CY169333	A/Boston/YGA_01111/2013	1/1/2013	Human	USA
NA	Neuraminidase	CY169337	A/Boston/YGA_01112/2013	1/1/2013	Human	USA
PB2	PB2 Polymerase (basic) protein 2	CY169358	A/Boston/YGA_01114/2013	1/1/2013	Human	USA
HA	Hemagglutinin	CY169351	A/Boston/YGA_01114/2013	1/1/2013	Human	USA
PB2	PB2 Polymerase (basic) protein 2	CY169366	A/Boston/YGA_01115/2013	1/1/2013	Human	USA
PA-N182	PA-N182 protein(535)	CY169364	A/Boston/YGA_01115/2013	1/1/2013	Human	USA
PA-N155	PA-N155 protein(562)	CY169364	A/Boston/YGA_01115/2013	1/1/2013	Human	USA
PA	Polymerase PA	CY169364	A/Boston/YGA_01115/2013	1/1/2013	Human	USA
PB1-N40	PB1-N40 protein(718)	CY169365	A/Boston/YGA_01115/2013	1/1/2013	Human	USA
PB1	RNA-directed RNA polymerase catalytic subunit	CY169365	A/Boston/YGA_01115/2013	1/1/2013	Human	USA
NA	Neuraminidase	CY167806	A/Boston/YGA_01116/2013	1/1/2013	Human	USA
NA	Neuraminidase	CY167814	A/Boston/YGA_01117/2013	1/2/2013	Human	USA
PB2	PB2 Polymerase (basic) protein 2	CY167819	A/Boston/YGA_01117/2013	1/2/2013	Human	USA
HA	Hemagglutinin	CY167812	A/Boston/YGA_01117/2013	1/2/2013	Human	USA
NS1	Nonstructural protein 1	CY167816	A/Boston/YGA_01117/2013	1/2/2013	Human	USA
NS2	Nuclear export protein	CY167816	A/Boston/YGA_01117/2013	1/2/2013	Human	USA
NA	Neuraminidase	CY169369	A/Boston/YGA_01118/2013	1/2/2013	Human	USA
PB1-N40	PB1-N40 protein(718)	CY169373	A/Boston/YGA_01118/2013	1/2/2013	Human	USA
PB1	RNA-directed RNA polymerase catalytic subunit	CY169373	A/Boston/YGA_01118/2013	1/2/2013	Human	USA
PA-X	PA-X protein	CY169372	A/Boston/YGA_01118/2013	1/2/2013	Human	USA
PA	Polymerase PA	CY169372	A/Boston/YGA_01118/2013	1/2/2013	Human	USA
HA	Hemagglutinin	CY169383	A/Boston/YGA_01121/2013	1/2/2013	Human	USA
HA	Hemagglutinin	CY169391	A/Boston/YGA_01122/2013	1/2/2013	Human	USA
M1	Matrix protein 1	CY169392	A/Boston/YGA_01122/2013	1/2/2013	Human	USA
PB1	RNA-directed RNA polymerase catalytic subunit	CY169405	A/Boston/YGA_01123/2013	1/2/2013	Human	USA
PB1-N40	PB1-N40 protein(718)	CY169405	A/Boston/YGA_01123/2013	1/2/2013	Human	USA
PB2	PB2 Polymerase (basic) protein 2	CY169406	A/Boston/YGA_01123/2013	1/2/2013	Human	USA
NP	Nucleocapsid protein	CY169402	A/Boston/YGA_01123/2013	1/2/2013	Human	USA
NA	Neuraminidase	CY169409	A/Boston/YGA_01124/2013	1/2/2013	Human	USA
PB1	RNA-directed RNA polymerase catalytic subunit	CY169421	A/Boston/YGA_01125/2013	1/2/2013	Human	USA
PB1-N40	PB1-N40 protein(718)	CY169421	A/Boston/YGA_01125/2013	1/2/2013	Human	USA
NA	Neuraminidase	CY169425	A/Boston/YGA_01126/2013	1/2/2013	Human	USA
HA	Hemagglutinin	CY169431	A/Boston/YGA_01127/2013	1/2/2013	Human	USA
NA	Neuraminidase	CY169433	A/Boston/YGA_01127/2013	1/2/2013	Human	USA
PB2	PB2 Polymerase (basic) protein 2	CY169470	A/Boston/YGA_01131/2013	1/3/2013	Human	USA
NS1	Nonstructural protein 1	CY169475	A/Boston/YGA_01132/2013	1/3/2013	Human	USA
NA	Neuraminidase	CY169489	A/Boston/YGA_01134/2013	1/3/2013	Human	USA
HA	Hemagglutinin	CY169487	A/Boston/YGA_01134/2013	1/3/2013	Human	USA
PB1	RNA-directed RNA polymerase catalytic subunit	CY169493	A/Boston/YGA_01134/2013	1/3/2013	Human	USA
PB1-N40	PB1-N40 protein(718)	CY169493	A/Boston/YGA_01134/2013	1/3/2013	Human	USA
PA	Polymerase PA	CY169500	A/Boston/YGA_01135/2013	1/3/2013	Human	USA
PA-N155	PA-N155 protein(562)	CY169500	A/Boston/YGA_01135/2013	1/3/2013	Human	USA
PA-N182	PA-N182 protein(535)	CY169500	A/Boston/YGA_01135/2013	1/3/2013	Human	USA
NS1	Nonstructural protein 1	CY169499	A/Boston/YGA_01135/2013	1/3/2013	Human	USA
NP	Nucleocapsid protein	CY169498	A/Boston/YGA_01135/2013	1/3/2013	Human	USA
PB1	RNA-directed RNA polymerase catalytic subunit	CY169509	A/Boston/YGA_01136/2013	1/3/2013	Human	USA
PB1-N40	PB1-N40 protein(718)	CY169509	A/Boston/YGA_01136/2013	1/3/2013	Human	USA
M1	Matrix protein 1	CY169512	A/Boston/YGA_01137/2013	1/3/2013	Human	USA
PA-X	PA-X protein	CY169524	A/Boston/YGA_01139/2013	1/3/2013	Human	USA
PB1	RNA-directed RNA polymerase catalytic subunit	CY169525	A/Boston/YGA_01139/2013	1/3/2013	Human	USA
PB1-N40	PB1-N40 protein(718)	CY169525	A/Boston/YGA_01139/2013	1/3/2013	Human	USA
NS1	Nonstructural protein 1	CY169523	A/Boston/YGA_01139/2013	1/3/2013	Human	USA
NA	Neuraminidase	CY169521	A/Boston/YGA_01139/2013	1/3/2013	Human	USA
PB2	PB2 Polymerase (basic) protein 2	CY169534	A/Boston/YGA_01140/2013	1/3/2013	Human	USA
PA	Polymerase PA	CY169532	A/Boston/YGA_01140/2013	1/3/2013	Human	USA
PA-N155	PA-N155 protein(562)	CY169532	A/Boston/YGA_01140/2013	1/3/2013	Human	USA
PA-N182	PA-N182 protein(535)	CY169532	A/Boston/YGA_01140/2013	1/3/2013	Human	USA
HA	Hemagglutinin	CY169527	A/Boston/YGA_01140/2013	1/3/2013	Human	USA
NA	Neuraminidase	CY169537	A/Boston/YGA_01141/2013	1/4/2013	Human	USA
PB1	RNA-directed RNA polymerase catalytic subunit	CY169541	A/Boston/YGA_01141/2013	1/4/2013	Human	USA
PB1-F2	PB1-F2 protein	CY169541	A/Boston/YGA_01141/2013	1/4/2013	Human	USA
PB1-N40	PB1-N40 protein(718)	CY169541	A/Boston/YGA_01141/2013	1/4/2013	Human	USA
NA	Neuraminidase	CY169553	A/Boston/YGA_01143/2013	1/4/2013	Human	USA
HA	Hemagglutinin	CY169575	A/Boston/YGA_01146/2013	1/5/2013	Human	USA
HA	Hemagglutinin	CY169591	A/Boston/YGA_01148/2013	1/5/2013	Human	USA
PA-X	PA-X protein	CY169596	A/Boston/YGA_01148/2013	1/5/2013	Human	USA
NA	Neuraminidase	CY169617	A/Boston/YGA_01151/2013	1/5/2013	Human	USA
NS1	Nonstructural protein 1	CY169627	A/Boston/YGA_01152/2013	1/5/2013	Human	USA
NS2	Nuclear export protein	CY169643	A/Boston/YGA_01154/2013	1/6/2013	Human	USA
NS1	Nonstructural protein 1	CY169643	A/Boston/YGA_01154/2013	1/6/2013	Human	USA
PB1-F2	PB1-F2 protein	CY169645	A/Boston/YGA_01154/2013	1/6/2013	Human	USA
NA	Neuraminidase	CY169641	A/Boston/YGA_01154/2013	1/6/2013	Human	USA
NS1	Nonstructural protein 1	CY169659	A/Boston/YGA_01156/2013	1/5/2013	Human	USA
PB2	PB2 Polymerase (basic) protein 2	CY169662	A/Boston/YGA_01156/2013	1/5/2013	Human	USA
HA	Hemagglutinin	CY169663	A/Boston/YGA_01157/2013	1/6/2013	Human	USA
NP	Nucleocapsid protein	CY169674	A/Boston/YGA_01158/2013	1/6/2013	Human	USA
PA-N155	PA-N155 protein(562)	CY169676	A/Boston/YGA_01158/2013	1/6/2013	Human	USA
PA-N182	PA-N182 protein(535)	CY169676	A/Boston/YGA_01158/2013	1/6/2013	Human	USA
PA	Polymerase PA	CY169676	A/Boston/YGA_01158/2013	1/6/2013	Human	USA
PA-X	PA-X protein	CY169676	A/Boston/YGA_01158/2013	1/6/2013	Human	USA
HA	Hemagglutinin	CY169679	A/Boston/YGA_01159/2013	1/6/2013	Human	USA
NS1	Nonstructural protein 1	CY169715	A/Boston/YGA_01163/2013	1/10/2013	Human	USA
PA	Polymerase PA	CY169724	A/Boston/YGA_01164/2013	1/10/2013	Human	USA
PA-N155	PA-N155 protein(562)	CY169724	A/Boston/YGA_01164/2013	1/10/2013	Human	USA
PA-N182	PA-N182 protein(535)	CY169724	A/Boston/YGA_01164/2013	1/10/2013	Human	USA
PB1-N40	PB1-N40 protein(718)	CY169749	A/Boston/YGA_01167/2013	1/10/2013	Human	USA
PB1	RNA-directed RNA polymerase catalytic subunit	CY169749	A/Boston/YGA_01167/2013	1/10/2013	Human	USA
PB2	PB2 Polymerase (basic) protein 2	CY169750	A/Boston/YGA_01167/2013	1/10/2013	Human	USA
HA	Hemagglutinin	CY169759	A/Boston/YGA_01169/2013	1/13/2013	Human	USA
PB1	RNA-directed RNA polymerase catalytic subunit	CY169765	A/Boston/YGA_01169/2013	1/13/2013	Human	USA
PB1-N40	PB1-N40 protein(718)	CY169765	A/Boston/YGA_01169/2013	1/13/2013	Human	USA
PB2	PB2 Polymerase (basic) protein 2	CY169790	A/Boston/YGA_01172/2013	1/14/2013	Human	USA
NS1	Nonstructural protein 1	CY169787	A/Boston/YGA_01172/2013	1/14/2013	Human	USA
PB2	PB2 Polymerase (basic) protein 2	CY169806	A/Boston/YGA_01174/2013	1/17/2013	Human	USA
NP	Nucleocapsid protein	CY169802	A/Boston/YGA_01174/2013	1/17/2013	Human	USA
M2	Matrix protein 2	CY169808	A/Boston/YGA_01175/2013	1/18/2013	Human	USA
NA	Neuraminidase	CY169809	A/Boston/YGA_01175/2013	1/18/2013	Human	USA
NS2	Nuclear export protein	CY169811	A/Boston/YGA_01175/2013	1/18/2013	Human	USA
NS1	Nonstructural protein 1	CY169811	A/Boston/YGA_01175/2013	1/18/2013	Human	USA
HA	Hemagglutinin	CY169807	A/Boston/YGA_01175/2013	1/18/2013	Human	USA
HA	Hemagglutinin	CY167820	A/Boston/YGA_01177/2013	1/19/2013	Human	USA
NA	Neuraminidase	CY167822	A/Boston/YGA_01177/2013	1/19/2013	Human	USA
NEP	Nuclear export protein	CY167824	A/Boston/YGA_01177/2013	1/19/2013	Human	USA
NEP	Nuclear export protein	CY167832	A/Boston/YGA_01179/2013	1/20/2013	Human	USA
NA	Neuraminidase	CY167830	A/Boston/YGA_01179/2013	1/20/2013	Human	USA
NS1	Nonstructural protein 1	CY167832	A/Boston/YGA_01179/2013	1/20/2013	Human	USA
PA	Polymerase PA	CY167833	A/Boston/YGA_01179/2013	1/20/2013	Human	USA
PA-X	PA-X protein	CY167833	A/Boston/YGA_01179/2013	1/20/2013	Human	USA
PB1-N40	PB1-N40 protein(718)	CY169853	A/Boston/YGA_01183/2013	1/21/2013	Human	USA
PB2	PB2 Polymerase (basic) protein 2	CY169854	A/Boston/YGA_01183/2013	1/21/2013	Human	USA
HA	Hemagglutinin	CY169847	A/Boston/YGA_01183/2013	1/21/2013	Human	USA
NS1	Nonstructural protein 1	CY169851	A/Boston/YGA_01183/2013	1/21/2013	Human	USA
PB1	RNA-directed RNA polymerase catalytic subunit	CY169853	A/Boston/YGA_01183/2013	1/21/2013	Human	USA
HA	Hemagglutinin	CY169863	A/Boston/YGA_01185/2013	1/21/2013	Human	USA
PB2	PB2 Polymerase (basic) protein 2	CY169878	A/Boston/YGA_01186/2013	1/21/2013	Human	USA
PA	Polymerase PA	CY169876	A/Boston/YGA_01186/2013	1/21/2013	Human	USA
PA-N182	PA-N182 protein(535)	CY169876	A/Boston/YGA_01186/2013	1/21/2013	Human	USA
PA-N155	PA-N155 protein(562)	CY169876	A/Boston/YGA_01186/2013	1/21/2013	Human	USA
PB1-N40	PB1-N40 protein(718)	CY169877	A/Boston/YGA_01186/2013	1/21/2013	Human	USA
PB1	RNA-directed RNA polymerase catalytic subunit	CY169877	A/Boston/YGA_01186/2013	1/21/2013	Human	USA
PB1-N40	PB1-N40 protein(718)	CY169885	A/Boston/YGA_01189/2013	1/23/2013	Human	USA
PB1	RNA-directed RNA polymerase catalytic subunit	CY169885	A/Boston/YGA_01189/2013	1/23/2013	Human	USA
NP	Nucleocapsid protein	CY169890	A/Boston/YGA_01190/2013	1/23/2013	Human	USA
PA	Polymerase PA	CY169892	A/Boston/YGA_01190/2013	1/23/2013	Human	USA
PA-N155	PA-N155 protein(562)	CY169892	A/Boston/YGA_01190/2013	1/23/2013	Human	USA
PA-N182	PA-N182 protein(535)	CY169892	A/Boston/YGA_01190/2013	1/23/2013	Human	USA
NA	Neuraminidase	CY169897	A/Boston/YGA_01191/2013	1/23/2013	Human	USA
PA	Polymerase PA	CY169916	A/Boston/YGA_01193/2013	1/24/2013	Human	USA
PA-N155	PA-N155 protein(562)	CY169916	A/Boston/YGA_01193/2013	1/24/2013	Human	USA
PA-N182	PA-N182 protein(535)	CY169916	A/Boston/YGA_01193/2013	1/24/2013	Human	USA
M1	Matrix protein 1	CY169920	A/Boston/YGA_01194/2013	1/24/2013	Human	USA
PB1	RNA-directed RNA polymerase catalytic subunit	CY169925	A/Boston/YGA_01194/2013	1/24/2013	Human	USA
PB1-N40	PB1-N40 protein(718)	CY169925	A/Boston/YGA_01194/2013	1/24/2013	Human	USA
NA	Neuraminidase	CY167838	A/Boston/YGA_01195/2013	1/24/2013	Human	USA
NS2	Nuclear export protein	CY167840	A/Boston/YGA_01195/2013	1/24/2013	Human	USA
NS1	Nonstructural protein 1	CY167840	A/Boston/YGA_01195/2013	1/24/2013	Human	USA
PB2	PB2 Polymerase (basic) protein 2	CY167843	A/Boston/YGA_01195/2013	1/24/2013	Human	USA
PB1	RNA-directed RNA polymerase catalytic subunit	CY167842	A/Boston/YGA_01195/2013	1/24/2013	Human	USA
PB1-N40	PB1-N40 protein(718)	CY167842	A/Boston/YGA_01195/2013	1/24/2013	Human	USA
NA	Neuraminidase	CY169937	A/Boston/YGA_01197/2013	1/28/2013	Human	USA
PB1	RNA-directed RNA polymerase catalytic subunit	CY169941	A/Boston/YGA_01197/2013	1/28/2013	Human	USA
PB1-F2	PB1-F2 protein	CY169941	A/Boston/YGA_01197/2013	1/28/2013	Human	USA
PB1-N40	PB1-N40 protein(718)	CY169941	A/Boston/YGA_01197/2013	1/28/2013	Human	USA
PA	Polymerase PA	CY169948	A/Boston/YGA_01198/2013	1/28/2013	Human	USA
PA-N155	PA-N155 protein(562)	CY169948	A/Boston/YGA_01198/2013	1/28/2013	Human	USA
PA-N182	PA-N182 protein(535)	CY169948	A/Boston/YGA_01198/2013	1/28/2013	Human	USA
PB1	RNA-directed RNA polymerase catalytic subunit	CY169965	A/Boston/YGA_01200/2013	2/1/2013	Human	USA
PB1-N40	PB1-N40 protein(718)	CY169965	A/Boston/YGA_01200/2013	2/1/2013	Human	USA
PB1-F2	PB1-F2 protein	CY169965	A/Boston/YGA_01200/2013	2/1/2013	Human	USA
